,zipcode,cost
1660,97128,207900
1661,53188,166000
1662,43110,98900
1663,44095,93000
1664,91604,868100
1665,30092,122300
1666,92505,308900
1667,93030,371200
1668,23060,145300
1669,96701,399900
1670,91401,639200
1671,30102,125100
1672,21244,151100
1673,32724,96500
1674,34761,110300
1675,22015,253000
1676,92649,508800
1677,59405,126800
1678,91767,351100
1679,80203,369600
1680,86004,242300
1681,38018,116400
1682,92705,467900
1683,28625,97700
1684,40207,405600
1685,28208,79200
1686,80228,228200
1687,94303,807700
1688,89523,337000
1689,93940,609000
1690,98056,302900
1691,90403,1211700
1692,92308,164200
1693,63146,132100
1694,33707,184100
1695,3103,167000
1696,29209,80800
1697,43402,122400
1698,30294,79600
1699,94551,568200
1700,92373,339200
1701,20016,651400
1702,1760,416100
1703,90505,658900
1704,98198,278000
1705,23831,138000
1706,34205,109100
1707,89102,116500
1708,12901,105600
1709,92821,523900
1710,55330,178800
1711,37214,164000
1712,89032,133100
1713,28273,125000
1714,21014,188500
1715,33710,160200
1716,43221,193500
1717,68104,85600
1718,90808,558900
1719,17013,134400
1720,94103,1165500
1721,48423,102400
1722,30701,76300
1723,55082,212500
1724,15001,95100
1725,85035,126400
1726,47403,126000
1727,33881,57300
1728,21217,71700
1729,18018,138700
1730,8302,89800
1731,29063,123900
1732,63385,165600
1733,95833,232300
1734,30252,98800
1735,32209,45600
1736,44121,77100
1737,80021,290900
1738,43147,139800
1739,60047,200200
1740,33401,243700
1741,95691,279300
1742,60103,179300
1743,10013,3316500
1744,60030,141600
1745,8901,202900
1746,43614,82200
1747,60137,181600
1748,80128,255100
1749,18966,210400
1750,95843,212700
1751,6106,95500
1752,29605,87800
1753,98366,245300
1754,17112,151800
1755,33756,166500
1756,30305,338300
1757,84123,140200
1758,48224,35300
1759,55369,190000
1760,95129,797200
1761,33140,571600
1762,21060,158400
1763,46260,140600
1764,58102,142800
1765,20120,273700
1766,27217,69500
1767,1604,171900
1768,47714,64100
1769,10583,783800
1770,35226,130300
1771,45503,73300
1772,21403,293800
1773,28405,129200
1774,30033,187600
1775,8844,180900
1776,75013,256400
1777,31406,101000
1778,17011,145500
1779,94582,581200
1780,98502,246600
1781,92058,346000
1782,92102,394000
1783,80205,396500
1784,34285,225700
1785,63125,106500
1786,85718,221700
1787,50265,141000
1788,98006,387800
1789,85210,105800
1790,2446,745400
1791,2184,362000
1792,53066,189300
1793,66614,86300
1794,32824,130900
1795,33018,161900
1796,10950,169000
1797,91913,322900
1798,30269,194500
1799,99507,180800
1800,8332,79300
1801,98087,279900
1802,23503,147000
1803,21157,174200
1804,12590,210100
1805,60202,197500
1806,22980,120100
1807,17402,136300
1808,97526,187000
1809,34108,500600
1810,33309,145700
1811,80916,152700
1812,95307,195200
1813,92584,333600
1814,89506,150800
1815,93612,148500
1816,11231,1202900
1817,32114,68700
1818,13126,65300
1819,89431,159200
1820,98155,423700
1821,13027,105300
1822,23235,138000
1823,11757,291900
1824,29461,127900
1825,1545,295900
1826,20814,407500
1827,78418,188800
1828,84106,225400
1829,28348,72100
1830,78586,56700
1831,85042,128700
1832,19709,249900
1833,34110,243500
1834,85037,141600
1835,97527,227000
1836,84120,189000
1837,16101,57200
1838,51501,81600
1839,71106,50400
1840,48186,73000
1841,1852,209300
1842,31904,55900
1843,8807,275700
1844,62234,83000
1845,20003,689700
1846,28214,100100
1847,60564,177700
1848,3104,170100
1849,32812,117100
1850,21784,182100
1851,75069,252100
1852,95973,257700
1853,30087,115200
1854,34957,216500
1855,63109,156400
1856,63010,119700
1857,27104,90800
1858,43613,60200
1859,15212,64100
1860,80221,269500
1861,54901,133000
1862,91748,279600
1863,53212,116000
1864,97478,180800
1865,46112,123700
1866,53186,150400
1867,95128,750000
1868,44266,85500
1869,90035,956800
1870,24540,43500
1871,44601,70400
1872,83401,99200
1873,58078,233200
1874,32250,275400
1875,33573,142700
1876,80226,274600
1877,27502,175800
1878,80003,272000
1879,80031,269000
1880,44221,97000
1881,2909,133100
1882,97322,162700
1883,98117,681000
1884,22031,287200
1885,32503,102500
1886,44070,93100
1887,59715,319500
1888,91306,366200
1889,34104,174200
1890,6066,139100
1891,85379,167700
1892,11520,318400
1893,28792,154900
1894,2864,225500
1895,44312,80100
1896,3820,175600
1897,33884,132800
1898,47630,108700
1899,30180,79100
1900,92543,166400
1901,17111,128500
1902,98374,255100
1903,94954,510100
1904,33462,163000
1905,90744,376100
1906,95757,349200
1907,12020,173800
1908,28451,126100
1909,99223,187000
1910,6513,113000
1911,89012,235800
1912,91607,682900
1913,53151,169000
1914,47802,64800
1915,48124,106600
1916,20109,194300
1917,32084,111900
1918,78415,75800
1919,32205,109600
1920,93313,146100
1921,70806,163700
1922,75701,122500
1923,30046,120100
1924,30189,153500
1925,63011,167400
1926,62002,61200
1927,74105,119400
1928,96001,169300
1929,45458,92000
1930,85023,176700
1931,42071,108100
1932,1841,161200
1933,33060,164100
1934,98032,248400
1935,33029,286500
1936,7740,306000
1937,7666,282800
1938,59801,202100
1939,60586,147600
1940,3102,176700
1941,1930,351500
1942,2893,164600
1943,60654,431700
1944,55418,206100
1945,94061,1051400
1946,53402,96900
1947,90048,1017100
1948,48195,77200
1949,37174,179800
1950,85746,110100
1951,89149,176800
1952,78210,81300
1953,97404,209600
1954,95695,283600
1955,19114,150100
1956,92591,370700
1957,10304,328300
1958,35244,127800
1959,92879,272600
1960,6340,149700
1961,23323,166200
1962,37830,85200
1963,75038,160000
1964,8080,139400
1965,29650,106700
1966,60007,161800
1967,48312,124800
1968,19606,119600
1969,8618,141100
1970,10705,388100
1971,40218,153100
1972,58503,262200
1973,34109,214600
1974,98683,328500
1975,37217,136400
1976,32082,174200
1977,39042,105100
1978,97213,439600
1979,20707,177300
1980,85258,384500
1981,91362,402700
1982,30132,105800
1983,98312,192000
1984,30238,61800
1985,91311,399500
1986,67203,80800
1987,6405,183800
1988,18951,201100
1989,72204,54500
1990,48313,126500
1991,92374,241700
1992,94401,885300
1993,96707,363600
1994,91701,338700
1995,19901,131400
1996,80017,235800
1997,92707,441300
1998,28677,77600
1999,90007,629900
2000,92107,701300
2001,8723,198300
2002,53132,157600
2003,97233,249200
2004,60565,149000
2005,98203,278700
2006,33131,471300
2007,60612,195700
2008,92703,432300
2009,15236,131600
2010,80920,223600
2011,92570,221200
2012,95401,422500
2013,92264,248300
2014,60607,408500
2015,53216,63400
2016,64068,128000
2017,19904,122800
2018,30341,209000
2019,76248,277800
2020,80010,223000
2021,33162,192000
2022,27511,144600
2023,77706,112200
2024,32578,151300
2025,60901,58600
2026,80112,309200
2027,33950,200200
2028,19083,226700
2029,93555,112900
2030,60107,149600
2031,94131,1259000
2032,2904,160300
2033,20815,643600
2034,20817,262600
2035,19152,152500
2036,50310,117600
2037,62269,93700
2038,35209,161100
2039,95134,719700
2040,44133,100600
2041,6053,124000
2042,80204,317400
2043,98059,352500
2044,37312,130000
2045,47715,107400
2046,33764,160600
2047,89139,195900
2048,53719,166200
2049,34243,223700
2050,80206,555200
2051,80209,612400
2052,33713,151600
2053,63130,86900
2054,60504,146900
2055,33404,321400
2056,55433,165700
2057,30329,245900
2058,32301,98200
2059,91505,673000
2060,48021,61700
2061,19013,60500
2062,60659,135500
2063,47304,76100
2064,37814,85500
2065,20170,230700
2066,36526,118400
2067,45150,122000
2068,55109,187000
2069,33169,116000
2070,48071,76800
2071,45215,85000
2072,55122,170200
2073,29301,62900
2074,34683,151600
2075,30014,87900
2076,77025,254300
2077,92867,577100
2078,90620,522600
2079,21113,225700
2080,97211,439700
2081,28052,52200
2082,37110,70100
2083,92612,609200
2084,44039,133700
2085,34684,154100
2086,10305,425100
2087,29841,88000
2088,85367,146300
2089,3038,176500
2090,19047,233000
2091,45036,131600
2092,80027,418600
2093,48640,98100
2094,34208,128000
2095,32541,218800
2096,27560,176200
2097,93012,441100
2098,85741,149900
2099,30213,102700
2100,91750,423600
2101,33903,99100
2102,72653,98800
2103,33143,232100
2104,98002,241000
2105,90068,1096500
2106,50023,136800
2107,45417,42200
2108,2816,204400
2109,50322,130400
2110,30342,249600
2111,23832,134200
2112,94534,402000
2113,53208,101900
2114,43214,198600
2115,90032,464300
2116,47711,60700
2117,68521,139600
2118,23321,141400
2119,33801,68900
2120,34287,126800
2121,94014,769700
2122,98229,284300
2123,93292,131300
2124,46033,213100
2125,33905,102000
2126,78723,336700
2127,21742,142800
2128,49505,134200
2129,75230,221800
2130,46123,127700
2131,23229,194200
2132,39532,106500
2133,98107,671000
2134,48507,42500
2135,37160,78300
2136,46222,40600
2137,98926,181600
2138,45103,108000
2139,14304,79000
2140,91206,481600
2141,21136,119500
2142,32904,115700
2143,91107,686200
2144,23059,177800
2145,93001,479300
2146,89183,177100
2147,33709,125700
2148,2908,163500
2149,97214,529200
2150,80503,363300
2151,36532,217000
2152,75087,188800
2153,60060,162300
2154,21842,244800
2155,8820,341900
2156,90807,552800
2157,92831,406800
2158,3301,170400
2159,46544,68800
2160,2720,169400
2161,44128,43200
2162,33334,203100
2163,62025,112000
2164,94561,331700
2165,34759,175200
2166,94133,1275600
2167,20010,568900
2168,15146,112400
2169,28031,158500
2170,19116,138100
2171,28211,162600
2172,95835,310500
2173,20746,192800
2174,61614,89000
2175,94043,1011400
2176,85138,199700
2177,60543,155800
2178,92629,692600
2179,80521,289500
2180,2886,181500
2181,40502,158300
2182,33460,136800
2183,60101,168600
2184,1701,322500
2185,7731,177200
2186,6614,212200
2187,15227,104100
2188,21227,166100
2189,61821,103200
2190,90063,388800
2191,95662,284300
2192,34608,103800
2193,58501,173500
2194,61107,75900
2195,92065,427300
2196,20007,824400
2197,98604,309500
2198,95116,551700
2199,7109,253600
2200,48178,152800
2201,90806,476000
2202,31204,52200
2203,71901,74200
2204,92113,360900
2205,97236,258500
2206,1020,157800
2207,87107,146300
2208,33803,88700
2209,43420,77300
2210,90001,346900
2211,92571,225200
2212,33351,118300
2213,19026,130100
2214,60517,145800
2215,93401,485200
2216,30060,102700
2217,84403,116900
2218,91104,687700
2219,84062,221700
2220,49417,131700
2221,90033,420400
2222,32211,77400
2223,55414,258100
2224,79915,73900
2225,27614,167400
2226,33813,131200
2227,98444,185900
2228,38104,141100
2229,12203,155200
2230,60005,134400
2231,68506,135300
2232,95209,247800
2233,98370,340100
2234,32208,61400
2235,28270,130500
2236,6489,168600
2237,28409,152900
2238,94952,642800
2239,33770,162400
2240,48152,129500
2241,32958,139000
2242,33619,97000
2243,37803,129800
2244,78727,207400
2245,94526,721000
2246,78731,342200
2247,34134,355700
2248,68134,129400
2249,84067,149300
2250,98201,261000
2251,28079,137100
2252,75252,247300
2253,94941,1091900
2254,6770,123700
2255,11779,260200
2256,21703,191600
2257,14626,115800
2258,33705,156500
2259,55311,195600
2260,63108,240200
2261,93036,356600
2262,27804,75300
2263,60046,124200
2264,95482,310600
2265,62703,62000
2266,98499,193300
2267,30274,61100
2268,80120,328400
2269,90220,328600
2270,60652,145300
2271,33823,65500
2272,6611,309200
2273,33317,123000
2274,92806,359800
2275,27205,135800
2276,95901,160300
2277,22701,176200
2278,2150,295300
2279,30308,318300
2280,95661,290400
2281,1810,356700
2282,49022,78700
2283,93458,259600
2284,30542,135000
2285,49341,154200
2286,33032,172200
2287,81005,132500
2288,30068,178600
2289,67846,118700
2290,46201,48500
2291,99508,151200
2292,32810,96200
2293,60174,195100
2294,98168,301900
2295,60446,159200
2296,60532,129000
2297,32080,278000
2298,80907,204600
2299,23518,170600
2300,34652,80800
2301,40241,294500
2302,71107,65700
2303,95382,214500
2304,59105,170800
2305,33138,320300
2306,30030,288300
2307,55404,186900
2308,28056,84600
2309,37876,174100
2310,48237,65200
2311,14621,60000
2312,40245,360100
2313,90230,559000
2314,92270,306700
2315,22203,532800
2316,95765,385700
2317,19138,82800
2318,19426,256000
2319,3060,187000
2320,55432,176400
2321,80111,311000
2322,97420,141400
2323,91789,430200
2324,91773,408300
2325,98144,548700
2326,90242,448100
2327,23505,123600
2328,75238,270400
2329,93619,250100
2330,46614,82200
2331,91711,518900
2332,95407,413200
2333,24012,89500
2334,43560,104600
2335,81301,328000
2336,24541,50000
2337,33069,129800
2338,66049,122800
2339,60525,148900
2340,34990,195400
2341,80601,226900
2342,65536,63800
2343,95945,299800
2344,44281,125600
2345,44106,105800
2346,20901,324100
2347,54302,83200
2348,40503,132600
2349,6111,170400
2350,80917,160500
2351,15102,134100
2352,46142,119900
2353,44515,73200
2354,98116,622100
2355,92807,475000
2356,61604,58700
2357,91355,372500
2358,96080,131500
2359,23606,140300
2360,76543,53200
2361,85268,237000
2362,63128,162500
2363,19154,142000
2364,89107,88900
2365,91754,523500
2366,91790,486000
2367,30312,277500
2368,74820,73200
2369,33055,153300
2370,96002,176000
2371,97520,348100
2372,32405,94000
2373,46342,93300
2374,77351,94200
2375,22630,155300
2376,37664,72200
2377,60169,103000
2378,48236,173100
2379,17522,159200
2380,23453,134500
2381,33441,230600
2382,32065,85000
2383,46062,152500
2384,91001,691700
2385,54016,214000
2386,95361,207300
2387,40511,134800
2388,46825,103000
2389,92203,310600
2390,34689,163800
2391,29212,96400
2392,95120,893500
2393,48322,193400
2394,45459,111900
2395,10573,466100
2396,97304,209300
2397,30078,133900
2398,37206,265400
2399,55118,186100
2400,61008,86700
2401,70809,124900
2402,90301,378900
2403,62226,72400
2404,95409,617500
2405,15217,190900
2406,32807,113800
2407,79605,74800
2408,44129,95600
2409,44313,114500
2410,84003,209900
2411,89178,187900
2412,94070,1282300
2413,19713,160500
2414,98030,183200
2415,20886,164200
2416,93705,146100
2417,92637,332700
2418,30310,56400
2419,64114,131300
2420,54304,92200
2421,53223,56800
2422,81001,67200
2423,27253,88200
2424,2840,367300
2425,27302,115900
2426,46151,92100
2427,30265,152100
2428,53546,121700
2429,92108,377000
2430,33326,190400
2431,32937,201300
2432,92220,222100
2433,58601,168200
2434,95969,200400
2435,83705,155400
2436,33432,340800
2437,91316,473000
2438,97209,646000
2439,46205,88900
2440,45005,97900
2441,32607,83900
2442,91941,438600
2443,8742,314700
2444,31404,69400
2445,49546,159900
2446,43220,108200
2447,19087,239000
2448,80260,211500
2449,2136,371600
2450,55422,184100
2451,34606,113500
2452,80218,405000
2453,32571,93200
2454,35211,45900
2455,22306,290200
2456,44052,56800
2457,98662,213700
2458,46235,61800
2459,97603,112300
2460,66044,120800
2461,43612,49200
2462,90038,734800
2463,55343,198400
2464,91326,492800
2465,8865,132500
2466,53705,248400
2467,87106,199100
2468,79106,61600
2469,94903,552500
2470,45429,116800
2471,48067,199600
2472,85750,238700
2473,76065,124800
2474,29349,92700
2475,60098,119900
2476,95966,160200
2477,98513,222600
2478,37072,163700
2479,7840,187600
2480,19002,260700
2481,96740,389100
2482,46168,109400
2483,8016,133800
2484,67217,84800
2485,90504,548900
2486,21225,66800
2487,19135,85200
2488,46217,112300
2489,49426,150300
2490,53142,114500
2491,2062,366600
2492,73159,74800
2493,97355,157900
2494,45420,64900
2495,14534,205700
2496,6512,155600
2497,97267,306400
2498,85143,214400
2499,93101,796300
2500,23227,223700
2501,85050,261500
2502,60441,163100
2503,34986,175300
2504,29609,105400
2505,32909,102400
2506,92131,430900
2507,94588,607300
2508,30741,66000
2509,8043,125100
2510,48212,47900
2511,32570,77400
2512,43537,118400
2513,98290,343700
2514,89135,338600
2515,91780,688200
2516,32092,134900
2517,33594,129900
2518,74063,94200
2519,33409,120500
2520,99207,111400
2521,76053,97600
2522,16509,119800
2523,49507,86800
2524,53204,56900
2525,12303,138600
2526,84096,196300
2527,73012,139800
2528,90064,1003400
2529,98119,690300
2530,32168,158600
2531,2919,179400
2532,13090,112900
2533,33907,113200
2534,46218,39900
2535,23513,118700
2536,76901,83600
2537,64015,119900
2538,19119,151600
2539,29625,73100
2540,98038,343200
2541,19050,97000
2542,60656,131900
2543,48091,49900
2544,14616,84500
2545,43209,140400
2546,8648,208400
2547,2125,441500
2548,12309,159500
2549,46268,85400
2550,32258,157000
2551,89511,277400
2552,64119,99000
2553,60714,188100
2554,95122,429900
2555,60631,169600
2556,45230,123200
2557,86406,174200
2558,32720,107200
2559,2368,267500
2560,21237,171200
2561,80910,162000
2562,68164,182700
2563,33183,166600
2564,34120,254900
2565,49548,92700
2566,89130,155000
2567,2118,891300
2568,33434,88100
2569,41011,112900
2570,92110,437600
2571,7747,228800
2572,2453,465800
2573,97266,269800
2574,34113,201500
2575,80214,298400
2576,20164,220700
2577,94602,745300
2578,21009,178700
2579,34223,200200
2580,49506,110700
2581,63139,140800
2582,10704,392300
2583,33156,244800
2584,55016,172500
2585,46804,126900
2586,55116,266000
2587,36535,106600
2588,38117,116100
2589,55421,170000
2590,68116,178100
2591,89134,257000
2592,22601,161100
2593,96782,343500
2594,54303,86200
2595,55372,228900
2596,46074,135600
2597,78633,261900
2598,93422,388300
2599,95340,156100
2600,80302,634000
2601,45365,86700
2602,32086,164300
2603,12010,96900
2604,95682,260500
2605,33542,94200
2606,60527,140200
2607,97471,153700
2608,84129,198200
2609,1089,170700
2610,80026,360200
2611,89521,285100
2612,76049,138000
2613,22207,712100
2614,97203,356600
2615,93561,198900
2616,90604,434600
2617,33173,203100
2618,90002,315600
2619,11787,382300
2620,60451,151900
2621,2474,535400
2622,60438,62500
2623,98027,408200
2624,67207,123700
2625,45431,82000
2626,73162,115600
2627,29205,109400
2628,27455,110600
2629,37172,109100
2630,48162,83800
2631,53140,115200
2632,97306,217000
2633,34743,143700
2634,45239,81400
2635,78221,76900
2636,80122,262700
2637,34758,113600
2638,21811,168000
2639,53562,217200
2640,93955,414400
2641,55426,216100
2642,44125,58000
2643,95070,1438200
2644,48101,84000
2645,90039,786200
2646,22042,344500
2647,60035,285100
2648,15010,98400
2649,32817,127600
2650,72205,149700
2651,60050,129800
2652,32548,119000
2653,6051,89900
2654,55428,175100
2655,55443,203500
2656,27332,95800
2657,75254,158900
2658,19038,231800
2659,60142,205100
2660,20165,264700
2661,48867,63100
2662,91350,355000
2663,74464,75500
2664,3079,239700
2665,55912,74400
2666,33407,142100
2667,46545,71500
2668,32905,86500
2669,53220,118000
2670,40504,99500
2671,18015,112900
2672,80033,304600
2673,31705,39600
2674,75229,280400
2675,97008,222900
2676,60076,190600
2677,91325,451500
2678,84081,203300
2679,55060,133500
2680,23860,75300
2681,19601,57600
2682,90012,518500
2683,91739,349300
2684,30306,398200
2685,6708,87900
2686,33026,175300
2687,49024,101800
2688,17268,129700
2689,33809,141200
2690,91776,560100
2691,14620,107700
2692,48317,142000
2693,91403,626900
2694,22312,278800
2695,93420,481900
2696,97321,162800
2697,85395,286000
2698,37205,354100
2699,27517,218700
2700,2889,179400
2701,47362,46700
2702,33870,75800
2703,33073,151400
2704,29715,131100
2705,95204,204200
2706,39157,111400
2707,12205,154200
2708,98512,223100
2709,21209,157800
2710,32962,95700
2711,89503,234900
2712,8610,133200
2713,6824,413400
2714,91356,393800
2715,45750,96500
2716,95210,165200
2717,37743,77100
2718,95132,541000
2719,98466,274000
2720,1826,207700
2721,23601,142100
2722,45236,124100
2723,37415,116600
2724,17201,129800
2725,81504,137700
2726,8822,226000
2727,55024,176200
2728,76117,82400
2729,37086,125200
2730,23233,167200
2731,60110,135700
2732,92120,378500
2733,39466,92600
2734,53095,134400
2735,92802,398300
2736,98498,216300
2737,55033,191500
2738,55128,161400
2739,61108,68600
2740,30240,50200
2741,80239,257500
2742,53213,112500
2743,77389,145700
2744,48045,98900
2745,44135,55000
2746,2176,448800
2747,29680,131900
2748,91352,435800
2749,74006,71400
2750,96825,625400
2751,66213,173900
2752,90031,508200
2753,92869,449100
2754,43212,192900
2755,17022,157400
2756,18901,250600
2757,98121,744800
2758,6033,180900
2759,29611,68300
2760,98335,415300
2761,93637,146600
2762,80104,296200
2763,18052,147600
2764,32117,82900
2765,33076,149700
2766,32408,221700
2767,2038,301400
2768,29154,97600
2769,93021,435200
2770,32118,157300
2771,92008,595300
2772,15213,152000
2773,83440,121600
2774,36605,46300
2775,32901,101500
2776,2131,416900
2777,48116,195700
2778,43219,55000
2779,80241,261200
2780,11937,859100
2781,95337,231400
2782,32773,113100
2783,80304,581100
2784,53105,146800
2785,33618,139400
2786,94306,1757100
2787,96814,693600
2788,85743,178500
2789,3062,202600
2790,46176,70200
2791,22309,163800
2792,12302,132700
2793,97225,379900
2794,7065,206600
2795,36561,286600
2796,21213,61700
2797,33626,154000
2798,92675,476300
2799,7110,400700
2800,24501,123100
2801,92123,429000
2802,60102,158400
2803,94134,796700
2804,92311,80200
2805,95660,201900
2806,35205,114400
2807,6095,148700
2808,95356,200500
2809,13905,79900
2810,32806,177300
2811,81007,196700
2812,20155,320200
2813,17110,122100
2814,46241,54000
2815,90221,347400
2816,60139,121900
2817,32550,294200
2818,44708,100800
2819,68123,182400
2820,22102,366400
2821,21075,221800
2822,12804,156300
2823,91007,640900
2824,98362,276500
2825,34238,245400
2826,45042,69500
2827,31525,105600
2828,53406,109000
2829,37323,111100
2830,49015,65000
2831,37311,74200
2832,73132,104900
2833,8075,135700
2834,33304,323400
2835,78750,218400
2836,46131,95500
2837,46526,113600
2838,80303,415700
2839,60181,180500
2840,98273,223700
2841,2906,298300
2842,32505,53900
2843,6320,136600
2844,80237,216800
2845,46947,53100
2846,18360,118300
2847,97502,184100
2848,80911,166600
2849,93454,261800
2850,28602,67600
2851,80301,325600
2852,65101,75700
2853,95838,183300
2854,47933,82300
2855,13045,98200
2856,20191,271300
2857,41018,96500
2858,76048,136600
2859,82601,153900
2860,78552,82300
2861,48238,39100
2862,90017,735200
2863,97035,253900
2864,28715,170700
2865,55021,160200
2866,95148,678300
2867,60516,132100
2868,2536,279100
2869,1876,299700
2870,18940,247500
2871,37067,273700
2872,32119,126400
2873,32757,161800
2874,34472,53100
2875,8050,200700
2876,54952,96800
2877,2302,224000
2878,19454,185000
2879,8087,137500
2880,43082,225100
2881,93657,144300
2882,75039,322600
2883,10562,335500
2884,48708,45800
2885,6811,211200
2886,24019,140500
2887,85298,299800
2888,55403,248600
2889,61801,81500
2890,22101,817000
2891,2721,204900
2892,53072,177700
2893,30904,51000
2894,48336,116000
2895,73107,75500
2896,80919,180800
2897,6109,184300
2898,98029,416900
2899,2132,444100
2900,27012,104100
2901,40505,85700
2902,94002,1336800
2903,2116,1408500
2904,81212,129800
2905,2072,249100
2906,8330,122100
2907,1923,347100
2908,97220,298300
2909,22079,283500
2910,29926,158200
2911,85331,312600
2912,68502,118500
2913,48080,95400
2914,95118,498600
2915,48108,168900
2916,90023,387100
2917,94607,632800
2918,55105,272300
2919,96793,349800
2920,94530,721700
2921,95816,453900
2922,91722,405700
2923,33772,169400
2924,15210,52700
2925,97068,322100
2926,97132,238500
2927,89081,210400
2928,94549,990800
2929,55434,170700
2930,31093,50800
2931,89113,139300
2932,98007,348200
2933,1845,276100
2934,33426,166500
2935,44143,123700
2936,92586,205300
2937,92843,406800
2938,1757,249300
2939,37801,117400
2940,22315,315900
2941,30340,102100
2942,28209,220700
2943,30045,150700
2944,95603,319900
2945,49519,111300
2946,20770,125600
2947,2861,178700
2948,34114,214700
2949,62221,79600
2950,64012,89000
2951,60133,106800
2952,48309,156900
2953,27278,150200
2954,37215,304600
2955,84118,170100
2956,92124,431600
2957,29928,266500
2958,40065,153200
2959,39209,32200
2960,85541,180100
2961,92083,371500
2962,84057,183200
2963,97070,368900
2964,98404,188300
2965,84405,143000
2966,23238,151700
2967,93704,163200
2968,84116,160400
2969,61109,38000
2970,29801,103700
2971,91106,538500
2972,84660,195300
2973,49525,134000
2974,60099,81100
2975,81004,79200
2976,95472,731100
2977,48192,81500
2978,33837,171600
2979,30082,163800
2980,77904,146300
2981,37055,118800
2982,23435,158600
2983,36609,98500
2984,6705,72900
2985,53227,106700
2986,2119,375900
2987,22206,437400
2988,55347,195300
2989,98445,218200
2990,33708,315600
2991,18045,170900
2992,32789,218900
2993,58504,221300
2994,11727,229800
2995,86326,167300
2996,90274,1024700
2997,66604,68500
2998,15205,116600
2999,91321,296000
3000,77833,134200
3001,48135,73700
3002,46530,166900
3003,94598,567600
3004,6118,117400
3005,55417,232400
3006,15216,89900
3007,12306,126300
3008,21601,186700
3009,32129,142700
3010,48220,114400
3011,48328,117400
3012,2891,255100
3013,94559,529800
3014,98802,262800
3015,86409,88200
3016,17325,160000
3017,48150,131300
3018,94597,525500
3019,33703,149600
3020,94132,872700
3021,90302,342100
3022,25177,77100
3023,50021,140200
3024,22310,297400
3025,31707,46300
3026,93215,125500
3027,46077,237200
3028,84103,288000
3029,6604,123800
3030,20723,184500
3031,39211,97100
3032,37388,70500
3033,38114,43700
3034,46229,84000
3035,8205,125700
3036,60048,234200
3037,77802,114300
3038,98684,246300
3039,60423,195300
3040,32779,117100
3041,98607,260300
3042,95348,162000
3043,90621,460800
3044,79606,164500
3045,23703,100300
3046,63118,91300
3047,84088,207700
3048,22401,222300
3049,27514,158100
3050,90601,452900
3051,23834,113200
3052,55419,276900
3053,98001,282100
3054,99216,171800
3055,80234,263900
3056,55811,162900
3057,75032,187100
3058,1821,330800
3059,48161,77500
3060,95032,1127300
3061,91791,513100
3062,92595,305900
3063,32401,77300
3064,53222,104100
3065,34116,149800
3066,75224,98400
3067,23116,181700
3068,71105,135700
3069,55126,190800
3070,93035,574300
3071,98146,340000
3072,48335,205400
3073,83687,105400
3074,44136,144900
3075,61615,104900
3076,46750,56300
3077,47712,73300
3078,68801,113900
3079,6776,186400
3080,94555,595300
3081,52405,91500
3082,78602,146500
3083,85742,173900
3084,64030,75300
3085,59404,132000
3086,80602,333300
3087,44685,124700
3088,49085,136000
3089,75234,154700
3090,95219,202200
3091,6851,313500
3092,30008,82900
3093,33056,153700
3094,97086,286900
3095,53403,91800
3096,98021,343500
3097,47408,147400
3098,28401,113500
3099,33145,349800
3100,19468,182300
3101,43119,122500
3102,29617,81800
3103,89141,221200
3104,15044,162700
3105,20111,194800
3106,97212,558500
3107,90260,438400
3108,17257,137000
3109,93706,102000
3110,67037,146000
3111,46214,91800
3112,55448,169000
3113,86301,200000
3114,46240,193700
3115,80222,330500
3116,22041,273100
3117,96813,610200
3118,22602,157200
3119,28217,71000
3120,33852,111000
3121,33712,77800
3122,8226,291600
3123,32819,202200
3124,40205,326500
3125,45240,68300
3126,92555,266900
3127,76020,108800
3128,29673,86500
3129,2143,599000
3130,98901,106900
3131,80138,353100
3132,44483,47500
3133,95117,770800
3134,32963,371100
3135,28001,62800
3136,64111,158400
3137,55904,141000
3138,40403,100600
3139,72015,78400
3140,97005,260800
3141,33487,335400
3142,33408,245100
3143,80202,654100
3144,23236,167600
3145,33510,122000
3146,48433,89600
3147,20740,164900
3148,60134,197500
3149,34481,85200
3150,45244,113800
3151,60077,171500
3152,17109,127600
3153,22405,177700
3154,33541,78600
3155,73119,50500
3156,33455,180900
3157,49418,144900
3158,11901,324700
3159,60061,121900
3160,47591,57400
3161,64138,74500
3162,6854,267600
3163,75241,64300
3164,43606,73700
3165,3801,289500
3166,60510,176400
3167,91763,345600
3168,30012,44500
3169,78626,183700
3170,53225,67200
3171,60655,181300
3172,93004,489200
3173,1880,421800
3174,43206,162000
3175,48076,101000
3176,68127,123000
3177,19125,203600
3178,28104,156900
3179,92081,443400
3180,80005,266700
3181,66215,118400
3182,91030,871800
3183,38135,112300
3184,3431,145200
3185,84115,192300
3186,97201,513300
3187,91006,687800
3188,30345,162700
3189,46202,172300
3190,63028,102300
3191,83713,151600
3192,45212,95700
3193,90712,495500
3194,20175,188600
3195,33706,350300
3196,1605,169800
3197,8520,164700
3198,61611,77900
3199,35173,135300
3200,91101,527700
3201,46815,103300
3202,98271,279300
3203,31410,139500
3204,37716,95000
3205,33019,387300
3206,95677,270100
3207,76240,86600
3208,40258,123900
3209,29169,92400
3210,48906,84800
3211,93105,901400
